sequence_record_id,associated_pathogen_record_id,associated_rodent_record_id,study_id,sequenceType,virus_clean,matched_virus,original_name,accession_number,country,eventDate,species,host_genus,gbif_id,coordinate_resolution,decimalLatitude,decimalLongitude,n_assayed,n_positive,n_negative,version
158,david_6686,david_4301,david_21,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Dubrova-Belgrade orthohantavirus,MT580919,Lithuania,2018,Apodemus agrarius,Apodemus,2437761.0,village,55.8452,26.19353,6.0,2.0,4.0,v2
159,david_6686,david_4301,david_21,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Dubrova-Belgrade orthohantavirus,MT580916,Lithuania,2018,Apodemus agrarius,Apodemus,2437761.0,village,55.8452,26.19353,6.0,2.0,4.0,v2
160,david_6686,david_4301,david_21,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Dubrova-Belgrade orthohantavirus,OK422871,Lithuania,2018,Apodemus agrarius,Apodemus,2437761.0,village,55.8452,26.19353,6.0,2.0,4.0,v2
161,david_6686,david_4301,david_21,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Dubrova-Belgrade orthohantavirus,MT580920,Lithuania,2018,Apodemus agrarius,Apodemus,2437761.0,village,55.8452,26.19353,6.0,2.0,4.0,v2
162,david_6740,david_4355,david_21,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Dubrova-Belgrade orthohantavirus,MT580918,Lithuania,2016,Apodemus agrarius,Apodemus,2437761.0,village,55.3013,21.365,70.0,1.0,69.0,v2
163,david_6749,david_4364,david_21,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Dubrova-Belgrade orthohantavirus,MT580918,Lithuania,2017,Apodemus agrarius,Apodemus,2437761.0,village,55.3013,21.365,45.0,8.0,37.0,v2
164,david_6749,david_4364,david_21,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Dubrova-Belgrade orthohantavirus,MT580918,Lithuania,2017,Apodemus agrarius,Apodemus,2437761.0,village,55.3013,21.365,45.0,8.0,37.0,v2
165,david_6749,david_4364,david_21,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Dubrova-Belgrade orthohantavirus,MT580918,Lithuania,2017,Apodemus agrarius,Apodemus,2437761.0,village,55.3013,21.365,45.0,8.0,37.0,v2
166,david_6749,david_4364,david_21,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Dubrova-Belgrade orthohantavirus,MT580910,Lithuania,2017,Apodemus agrarius,Apodemus,2437761.0,village,55.3013,21.365,45.0,8.0,37.0,v2
167,david_6749,david_4364,david_21,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Dubrova-Belgrade orthohantavirus,MT580918,Lithuania,2017,Apodemus agrarius,Apodemus,2437761.0,village,55.3013,21.365,45.0,8.0,37.0,v2
168,david_6749,david_4364,david_21,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Dubrova-Belgrade orthohantavirus,MT580918,Lithuania,2017,Apodemus agrarius,Apodemus,2437761.0,village,55.3013,21.365,45.0,8.0,37.0,v2
169,david_6749,david_4364,david_21,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Dubrova-Belgrade orthohantavirus,MT580918,Lithuania,2017,Apodemus agrarius,Apodemus,2437761.0,village,55.3013,21.365,45.0,8.0,37.0,v2
170,david_6749,david_4364,david_21,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Dubrova-Belgrade orthohantavirus,MT580913,Lithuania,2017,Apodemus agrarius,Apodemus,2437761.0,village,55.3013,21.365,45.0,8.0,37.0,v2
171,david_6749,david_4364,david_21,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Dubrova-Belgrade orthohantavirus,MT580918,Lithuania,2017,Apodemus agrarius,Apodemus,2437761.0,village,55.3013,21.365,45.0,8.0,37.0,v2
172,david_6749,david_4364,david_21,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Dubrova-Belgrade orthohantavirus,MT580918,Lithuania,2017,Apodemus agrarius,Apodemus,2437761.0,village,55.3013,21.365,45.0,8.0,37.0,v2
173,david_6758,david_4373,david_21,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Dubrova-Belgrade orthohantavirus,MT580918,Lithuania,2018,Apodemus agrarius,Apodemus,2437761.0,village,55.3013,21.365,136.0,9.0,127.0,v2
174,david_6758,david_4373,david_21,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Dubrova-Belgrade orthohantavirus,MT580914,Lithuania,2018,Apodemus agrarius,Apodemus,2437761.0,village,55.3013,21.365,136.0,9.0,127.0,v2
175,david_6758,david_4373,david_21,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Dubrova-Belgrade orthohantavirus,MT580911,Lithuania,2018,Apodemus agrarius,Apodemus,2437761.0,village,55.3013,21.365,136.0,9.0,127.0,v2
176,david_6758,david_4373,david_21,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Dubrova-Belgrade orthohantavirus,MT580918,Lithuania,2018,Apodemus agrarius,Apodemus,2437761.0,village,55.3013,21.365,136.0,9.0,127.0,v2
177,david_6758,david_4373,david_21,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Dubrova-Belgrade orthohantavirus,MT580918,Lithuania,2018,Apodemus agrarius,Apodemus,2437761.0,village,55.3013,21.365,136.0,9.0,127.0,v2
178,david_6758,david_4373,david_21,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Dubrova-Belgrade orthohantavirus,MT580927,Lithuania,2018,Apodemus agrarius,Apodemus,2437761.0,village,55.3013,21.365,136.0,9.0,127.0,v2
179,david_6758,david_4373,david_21,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Dubrova-Belgrade orthohantavirus,MT580918,Lithuania,2018,Apodemus agrarius,Apodemus,2437761.0,village,55.3013,21.365,136.0,9.0,127.0,v2
180,david_6758,david_4373,david_21,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Dubrova-Belgrade orthohantavirus,MT580927,Lithuania,2018,Apodemus agrarius,Apodemus,2437761.0,village,55.3013,21.365,136.0,9.0,127.0,v2
181,david_6758,david_4373,david_21,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Dubrova-Belgrade orthohantavirus,MT580918,Lithuania,2018,Apodemus agrarius,Apodemus,2437761.0,village,55.3013,21.365,136.0,9.0,127.0,v2
182,david_6758,david_4373,david_21,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Dubrova-Belgrade orthohantavirus,MT580918,Lithuania,2018,Apodemus agrarius,Apodemus,2437761.0,village,55.3013,21.365,136.0,9.0,127.0,v2
183,david_6758,david_4373,david_21,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Dubrova-Belgrade orthohantavirus,MT580927,Lithuania,2018,Apodemus agrarius,Apodemus,2437761.0,village,55.3013,21.365,136.0,9.0,127.0,v2
184,david_6794,david_4409,david_21,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Dubrova-Belgrade orthohantavirus,MT580921,Lithuania,2018,Apodemus agrarius,Apodemus,2437761.0,village,55.6065,23.1757,30.0,2.0,28.0,v2
185,david_6794,david_4409,david_21,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Dubrova-Belgrade orthohantavirus,OK422868,Lithuania,2018,Apodemus agrarius,Apodemus,2437761.0,village,55.6065,23.1757,30.0,2.0,28.0,v2
186,david_6794,david_4409,david_21,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Dubrova-Belgrade orthohantavirus,OK422870,Lithuania,2018,Apodemus agrarius,Apodemus,2437761.0,village,55.6065,23.1757,30.0,2.0,28.0,v2
187,david_6794,david_4409,david_21,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Dubrova-Belgrade orthohantavirus,MT580931,Lithuania,2018,Apodemus agrarius,Apodemus,2437761.0,village,55.6065,23.1757,30.0,2.0,28.0,v2
188,david_6794,david_4409,david_21,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Dubrova-Belgrade orthohantavirus,MT580912,Lithuania,2018,Apodemus agrarius,Apodemus,2437761.0,village,55.6065,23.1757,30.0,2.0,28.0,v2
189,david_6794,david_4409,david_21,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Dubrova-Belgrade orthohantavirus,MT580932,Lithuania,2018,Apodemus agrarius,Apodemus,2437761.0,village,55.6065,23.1757,30.0,2.0,28.0,v2
190,david_7205,david_4262,david_21,Pathogen,Orthohantavirus tulaense,Orthohantavirus tulaense,Tula orthohantavirus,MT580938,Lithuania,2018,Microtus arvalis,Microtus,2438606.0,village,56.0219,25.3896,7.0,1.0,6.0,v2
191,david_7205,david_4262,david_21,Pathogen,Orthohantavirus tulaense,Orthohantavirus tulaense,Tula orthohantavirus,OL355108,Lithuania,2018,Microtus arvalis,Microtus,2438606.0,village,56.0219,25.3896,7.0,1.0,6.0,v2
192,david_7205,david_4262,david_21,Pathogen,Orthohantavirus tulaense,Orthohantavirus tulaense,Tula orthohantavirus,MT580937,Lithuania,2018,Microtus arvalis,Microtus,2438606.0,village,56.0219,25.3896,7.0,1.0,6.0,v2
193,david_7259,david_4316,david_21,Pathogen,Orthohantavirus tulaense,Orthohantavirus tulaense,Tula orthohantavirus,MT580939,Lithuania,2018,Microtus arvalis,Microtus,2438606.0,village,56.01776,24.7191,32.0,5.0,27.0,v2
194,david_7259,david_4316,david_21,Pathogen,Orthohantavirus tulaense,Orthohantavirus tulaense,Tula orthohantavirus,MT580939,Lithuania,2018,Microtus arvalis,Microtus,2438606.0,village,56.01776,24.7191,32.0,5.0,27.0,v2
195,david_7259,david_4316,david_21,Pathogen,Orthohantavirus tulaense,Orthohantavirus tulaense,Tula orthohantavirus,MT580939,Lithuania,2018,Microtus arvalis,Microtus,2438606.0,village,56.01776,24.7191,32.0,5.0,27.0,v2
196,david_7259,david_4316,david_21,Pathogen,Orthohantavirus tulaense,Orthohantavirus tulaense,Tula orthohantavirus,MT580936,Lithuania,2018,Microtus arvalis,Microtus,2438606.0,village,56.01776,24.7191,32.0,5.0,27.0,v2
197,david_7259,david_4316,david_21,Pathogen,Orthohantavirus tulaense,Orthohantavirus tulaense,Tula orthohantavirus,MT580939,Lithuania,2018,Microtus arvalis,Microtus,2438606.0,village,56.01776,24.7191,32.0,5.0,27.0,v2
198,david_7259,david_4316,david_21,Pathogen,Orthohantavirus tulaense,Orthohantavirus tulaense,Tula orthohantavirus,MT580939,Lithuania,2018,Microtus arvalis,Microtus,2438606.0,village,56.01776,24.7191,32.0,5.0,27.0,v2
199,david_7268,david_4325,david_21,Pathogen,Orthohantavirus tulaense,Orthohantavirus tulaense,Tula orthohantavirus,MT580940,Lithuania,2018,Microtus arvalis,Microtus,2438606.0,village,56.1891,24.6967,5.0,1.0,4.0,v2
200,david_7268,david_4325,david_21,Pathogen,Orthohantavirus tulaense,Orthohantavirus tulaense,Tula orthohantavirus,OL355109,Lithuania,2018,Microtus arvalis,Microtus,2438606.0,village,56.1891,24.6967,5.0,1.0,4.0,v2
201,david_7268,david_4325,david_21,Pathogen,Orthohantavirus tulaense,Orthohantavirus tulaense,Tula orthohantavirus,OL355110,Lithuania,2018,Microtus arvalis,Microtus,2438606.0,village,56.1891,24.6967,5.0,1.0,4.0,v2
202,david_6878,david_4214,david_21,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Puumala orthohantavirus,MT580935,Lithuania,2018,Myodes glareolus,Myodes,5706764.0,village,55.7296,24.408,6.0,1.0,5.0,v2
203,david_6878,david_4214,david_21,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Puumala orthohantavirus,MT580933,Lithuania,2018,Myodes glareolus,Myodes,5706764.0,village,55.7296,24.408,6.0,1.0,5.0,v2
204,david_6878,david_4214,david_21,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Puumala orthohantavirus,OL355110,Lithuania,2018,Myodes glareolus,Myodes,5706764.0,village,55.7296,24.408,6.0,1.0,5.0,v2
205,david_6968,david_4304,david_21,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Puumala orthohantavirus,MT580934,Lithuania,2018,Myodes glareolus,Myodes,5706764.0,village,55.8452,26.19353,77.0,3.0,74.0,v2
206,david_6968,david_4304,david_21,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Puumala orthohantavirus,MT580934,Lithuania,2018,Myodes glareolus,Myodes,5706764.0,village,55.8452,26.19353,77.0,3.0,74.0,v2
207,david_6968,david_4304,david_21,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Puumala orthohantavirus,MT580934,Lithuania,2018,Myodes glareolus,Myodes,5706764.0,village,55.8452,26.19353,77.0,3.0,74.0,v2
208,david_7775,david_4557,david_24,Pathogen,Mammarenavirus kitaleense,Mammarenavirus kitaleense,Kitale virus,MK935152,Kenya,August-September/2016,Grammomys macmillani,Grammomys,2439197.0,city,1.0195,35.0026,2.0,1.0,1.0,v2
209,david_7775,david_4557,david_24,Pathogen,Mammarenavirus kitaleense,Mammarenavirus kitaleense,Kitale virus,MK935153,Kenya,August-September/2016,Grammomys macmillani,Grammomys,2439197.0,city,1.0195,35.0026,2.0,1.0,1.0,v2
210,david_7971,david_4735,david_27,Pathogen,Jabora virus,Jabora virus,Jabora virus,MG575411,Paraguay,2014-08-14,Akodon montensis,Akodon,4265083.0,trap line,-24.1238,-55.5052,1.0,1.0,0.0,v2
211,david_8297,david_5061,david_27,Pathogen,Juquitiba virus,Juquitiba virus,Juquitiba virus,MG575412,Paraguay,2014-08-28,Oligoryzomys nigripes,Oligoryzomys,2438273.0,trap line,-24.1356,-55.3244,1.0,1.0,0.0,v2
212,david_8264,david_5028,david_27,Pathogen,Juquitiba virus,Juquitiba virus,Juquitiba virus,MG575413,Paraguay,2014-08-13,Oligoryzomys nigripes,Oligoryzomys,2438273.0,trap line,-24.1313,-55.5376,1.0,0.0,1.0,v2
213,david_8295,david_5059,david_27,Pathogen,Juquitiba virus,Juquitiba virus,Juquitiba virus,MG575414,Paraguay,2014-08-27,Oligoryzomys nigripes,Oligoryzomys,2438273.0,trap line,-24.1345,-55.3852,1.0,1.0,0.0,v2
214,david_8181,david_4945,david_27,Pathogen,Jabora virus,Jabora virus,Jabora virus,MG575415,Paraguay,2014-08-28,Akodon montensis,Akodon,4265083.0,trap line,-24.141,-55.359,1.0,1.0,0.0,v2
215,david_9207,david_5097,david_28,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Puumala orthohantavirus,MT453649,Germany,2012,Myodes glareolus,Myodes,5706764.0,study region,51.9887,7.3239,55.0,13.0,42.0,v2
216,david_9205,david_5095,david_28,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Puumala orthohantavirus,MT453554,Germany,2010,Myodes glareolus,Myodes,5706764.0,study region,51.9887,7.3239,249.0,55.0,194.0,v2
217,david_9207,david_5097,david_28,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Puumala orthohantavirus,MT453660,Germany,2012,Myodes glareolus,Myodes,5706764.0,study region,51.9887,7.3239,55.0,13.0,42.0,v2
218,david_9205,david_5095,david_28,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Puumala orthohantavirus,MT453555,Germany,2010,Myodes glareolus,Myodes,5706764.0,study region,51.9887,7.3239,249.0,55.0,194.0,v2
219,david_9205,david_5095,david_28,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Puumala orthohantavirus,MT453585,Germany,2010,Myodes glareolus,Myodes,5706764.0,study region,51.9887,7.3239,249.0,55.0,194.0,v2
220,david_9207,david_5097,david_28,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Puumala orthohantavirus,MT453651,Germany,2012,Myodes glareolus,Myodes,5706764.0,study region,51.9887,7.3239,55.0,13.0,42.0,v2
221,david_9207,david_5097,david_28,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Puumala orthohantavirus,MT453648,Germany,2012,Myodes glareolus,Myodes,5706764.0,study region,51.9887,7.3239,55.0,13.0,42.0,v2
222,david_9205,david_5095,david_28,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Puumala orthohantavirus,MT453553,Germany,2010,Myodes glareolus,Myodes,5706764.0,study region,51.9887,7.3239,249.0,55.0,194.0,v2
223,david_9205,david_5095,david_28,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Puumala orthohantavirus,MT453563,Germany,2010,Myodes glareolus,Myodes,5706764.0,study region,51.9887,7.3239,249.0,55.0,194.0,v2
224,david_9205,david_5095,david_28,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Puumala orthohantavirus,MT453559,Germany,2010,Myodes glareolus,Myodes,5706764.0,study region,51.9887,7.3239,249.0,55.0,194.0,v2
225,david_9205,david_5095,david_28,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Puumala orthohantavirus,MT453560,Germany,2010,Myodes glareolus,Myodes,5706764.0,study region,51.9887,7.3239,249.0,55.0,194.0,v2
226,david_9205,david_5095,david_28,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Puumala orthohantavirus,MT453566,Germany,2010,Myodes glareolus,Myodes,5706764.0,study region,51.9887,7.3239,249.0,55.0,194.0,v2
227,david_9205,david_5095,david_28,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Puumala orthohantavirus,MT453600,Germany,2010,Myodes glareolus,Myodes,5706764.0,study region,51.9887,7.3239,249.0,55.0,194.0,v2
228,david_9182,david_5072,david_28,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Puumala orthohantavirus,MT453689,Germany,2012,Myodes glareolus,Myodes,5706764.0,study region,48.8335,8.9586,163.0,44.0,119.0,v2
229,david_9182,david_5072,david_28,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Puumala orthohantavirus,MT453692,Germany,2012,Myodes glareolus,Myodes,5706764.0,study region,48.8335,8.9586,163.0,44.0,119.0,v2
230,david_9180,david_5070,david_28,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Puumala orthohantavirus,MT453485,Germany,2010,Myodes glareolus,Myodes,5706764.0,study region,48.8335,8.9586,266.0,74.0,192.0,v2
231,david_9180,david_5070,david_28,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Puumala orthohantavirus,MT453519,Germany,2010,Myodes glareolus,Myodes,5706764.0,study region,48.8335,8.9586,266.0,74.0,192.0,v2
232,david_9180,david_5070,david_28,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Puumala orthohantavirus,MT453491,Germany,2010,Myodes glareolus,Myodes,5706764.0,study region,48.8335,8.9586,266.0,74.0,192.0,v2
233,david_9180,david_5070,david_28,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Puumala orthohantavirus,MT453492,Germany,2010,Myodes glareolus,Myodes,5706764.0,study region,48.8335,8.9586,266.0,74.0,192.0,v2
234,david_9182,david_5072,david_28,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Puumala orthohantavirus,MT453640,Germany,2012,Myodes glareolus,Myodes,5706764.0,study region,48.8335,8.9586,163.0,44.0,119.0,v2
235,david_9180,david_5070,david_28,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Puumala orthohantavirus,MT453496,Germany,2010,Myodes glareolus,Myodes,5706764.0,study region,48.8335,8.9586,266.0,74.0,192.0,v2
236,david_9180,david_5070,david_28,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Puumala orthohantavirus,MT453550,Germany,2010,Myodes glareolus,Myodes,5706764.0,study region,48.8335,8.9586,266.0,74.0,192.0,v2
237,david_9180,david_5070,david_28,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Puumala orthohantavirus,MT453710,Germany,2010,Myodes glareolus,Myodes,5706764.0,study region,48.8335,8.9586,266.0,74.0,192.0,v2
238,david_9180,david_5070,david_28,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Puumala orthohantavirus,MT453516,Germany,2010,Myodes glareolus,Myodes,5706764.0,study region,48.8335,8.9586,266.0,74.0,192.0,v2
239,david_9182,david_5072,david_28,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Puumala orthohantavirus,MT453684,Germany,2012,Myodes glareolus,Myodes,5706764.0,study region,48.8335,8.9586,163.0,44.0,119.0,v2
240,david_9182,david_5072,david_28,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Puumala orthohantavirus,MT453683,Germany,2012,Myodes glareolus,Myodes,5706764.0,study region,48.8335,8.9586,163.0,44.0,119.0,v2
241,david_9182,david_5072,david_28,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Puumala orthohantavirus,MT453687,Germany,2012,Myodes glareolus,Myodes,5706764.0,study region,48.8335,8.9586,163.0,44.0,119.0,v2
242,david_9182,david_5072,david_28,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Puumala orthohantavirus,MT453682,Germany,2012,Myodes glareolus,Myodes,5706764.0,study region,48.8335,8.9586,163.0,44.0,119.0,v2
243,david_9182,david_5072,david_28,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Puumala orthohantavirus,MT453685,Germany,2012,Myodes glareolus,Myodes,5706764.0,study region,48.8335,8.9586,163.0,44.0,119.0,v2
244,david_9182,david_5072,david_28,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Puumala orthohantavirus,MT453681,Germany,2012,Myodes glareolus,Myodes,5706764.0,study region,48.8335,8.9586,163.0,44.0,119.0,v2
245,david_9182,david_5072,david_28,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Puumala orthohantavirus,MT453680,Germany,2012,Myodes glareolus,Myodes,5706764.0,study region,48.8335,8.9586,163.0,44.0,119.0,v2
246,david_9182,david_5072,david_28,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Puumala orthohantavirus,MT453678,Germany,2012,Myodes glareolus,Myodes,5706764.0,study region,48.8335,8.9586,163.0,44.0,119.0,v2
247,,,david_32,Pathogen,Orthohantavirus sinnombrense,Orthohantavirus sinnombrense,Sin Nombre hantavirus,MZ787943,,,,,,,,,,,,v2
248,,,david_32,Pathogen,Orthohantavirus sinnombrense,Orthohantavirus sinnombrense,Sin Nombre hantavirus,MZ787944,,,,,,,,,,,,v2
249,,,david_32,Pathogen,Orthohantavirus sinnombrense,Orthohantavirus sinnombrense,Sin Nombre hantavirus,MZ787945,,,,,,,,,,,,v2
250,david_10294,david_6184,david_32,Pathogen,Orthohantavirus sinnombrense,Orthohantavirus sinnombrense,Sin Nombre hantavirus,MZ851449,USA,2020/08,Mus musculus,Mus,7429082.0,state,34.0,-106.0,9.0,3.0,6.0,v2
251,david_10294,david_6184,david_32,Pathogen,Orthohantavirus sinnombrense,Orthohantavirus sinnombrense,Sin Nombre hantavirus,MZ851450,USA,2020/08,Mus musculus,Mus,7429082.0,state,34.0,-106.0,9.0,3.0,6.0,v2
252,david_10294,david_6184,david_32,Pathogen,Orthohantavirus sinnombrense,Orthohantavirus sinnombrense,Sin Nombre hantavirus,MZ851451,USA,2020/08,Mus musculus,Mus,7429082.0,state,34.0,-106.0,9.0,3.0,6.0,v2
