sequence_record_id,associated_pathogen_record_id,associated_rodent_record_id,study_id,host_genus,associatedTaxa,sequenceType,scientificName,accession_number,method,note,date_sampled,sample_location
914,27028,19339,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272875,NA,NA,NA,NA
915,27028,19339,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272959,NA,NA,NA,NA
916,27008,19331,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272876,NA,NA,NA,NA
917,27008,19331,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272960,NA,NA,NA,NA
918,27008,19331,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272877,NA,NA,NA,NA
919,27008,19331,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272920,NA,NA,NA,NA
920,27008,19331,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272961,NA,NA,NA,NA
921,27028,19339,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272878,NA,NA,NA,NA
922,27028,19339,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272962,NA,NA,NA,NA
923,27028,19339,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272879,NA,NA,NA,NA
924,27028,19339,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272963,NA,NA,NA,NA
925,27028,19339,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272880,NA,NA,NA,NA
926,27028,19339,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272921,NA,NA,NA,NA
927,27028,19339,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272964,NA,NA,NA,NA
928,27028,19339,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272881,NA,NA,NA,NA
929,27028,19339,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272922,NA,NA,NA,NA
930,27028,19339,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272965,NA,NA,NA,NA
931,27028,19339,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272882,NA,NA,NA,NA
932,27028,19339,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272923,NA,NA,NA,NA
933,27028,19339,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272966,NA,NA,NA,NA
934,27028,19339,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272883,NA,NA,NA,NA
935,27028,19339,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272924,NA,NA,NA,NA
936,27028,19339,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272967,NA,NA,NA,NA
937,27028,19339,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272884,NA,NA,NA,NA
938,27028,19339,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272925,NA,NA,NA,NA
939,27028,19339,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272968,NA,NA,NA,NA
940,27028,19339,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272885,NA,NA,NA,NA
941,27028,19339,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272926,NA,NA,NA,NA
942,27028,19339,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272969,NA,NA,NA,NA
943,27028,19339,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272886,NA,NA,NA,NA
944,27028,19339,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272970,NA,NA,NA,NA
945,27068,19355,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272887,NA,NA,NA,NA
946,27068,19355,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272888,NA,NA,NA,NA
947,27068,19355,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272870,NA,NA,NA,NA
948,27327,19590,72,Micaelamys,Micaelamys namaquensis,Pathogen,Mammarenavirus marientalense,OL790924,NA,NA,NA,NA
949,27327,19590,72,Micaelamys,Micaelamys namaquensis,Pathogen,Mammarenavirus marientalense,OL790925,NA,NA,NA,NA
950,27458,19721,72,Mus,Mus minutoides,Pathogen,Mammarenavirus lunkense,OL790926,NA,NA,NA,NA
951,27458,19721,72,Mus,Mus minutoides,Pathogen,Mammarenavirus lunkense,OL790927,NA,NA,NA,NA
952,27958,19807,73,Sorex,Sorex caecutiens,Pathogen,Amga orthohantvirus,KM201419,NA,NA,NA,NA
953,27958,19807,73,Sorex,Sorex caecutiens,Pathogen,Amga orthohantvirus,KM201420,NA,NA,NA,NA
954,27958,19807,73,Sorex,Sorex caecutiens,Pathogen,Amga orthohantvirus,KM201421,NA,NA,NA,NA
955,27958,19807,73,Sorex,Sorex caecutiens,Pathogen,Amga orthohantvirus,KM201415,NA,NA,NA,NA
956,27958,19807,73,Sorex,Sorex caecutiens,Pathogen,Amga orthohantvirus,KM201416,NA,NA,NA,NA
957,27958,19807,73,Sorex,Sorex caecutiens,Pathogen,Amga orthohantvirus,KM201417,NA,NA,NA,NA
958,27958,19807,73,Sorex,Sorex caecutiens,Pathogen,Amga orthohantvirus,KM201418,NA,NA,NA,NA
959,27958,19807,73,Sorex,Sorex caecutiens,Pathogen,Amga orthohantvirus,KM201411,NA,NA,NA,NA
960,27958,19807,73,Sorex,Sorex caecutiens,Pathogen,Amga orthohantvirus,KM201412,NA,NA,NA,NA
961,27958,19807,73,Sorex,Sorex caecutiens,Pathogen,Amga orthohantvirus,KM201413,NA,NA,NA,NA
962,27958,19807,73,Sorex,Sorex caecutiens,Pathogen,Seewis orhtohantavirus,MT951408,NA,NA,NA,NA
963,27958,19807,73,Sorex,Sorex caecutiens,Pathogen,Amga orthohantvirus,KM201414,NA,NA,NA,NA
964,27958,19807,73,Sorex,Sorex caecutiens,Pathogen,Altai orthohantavirus,KM361045,NA,NA,NA,NA
965,27958,19807,73,Sorex,Sorex caecutiens,Pathogen,Altai orthohantavirus,KM361057,NA,NA,NA,NA
966,27958,19807,73,Sorex,Sorex caecutiens,Pathogen,Altai orthohantavirus,KM361052,NA,NA,NA,NA
967,27958,19807,73,Sorex,Sorex caecutiens,Pathogen,Altai orthohantavirus,KM361046,NA,NA,NA,NA
968,27958,19807,73,Sorex,Sorex caecutiens,Pathogen,Altai orthohantavirus,KM361058,NA,NA,NA,NA
969,27958,19807,73,Sorex,Sorex caecutiens,Pathogen,Altai orthohantavirus,KM361047,NA,NA,NA,NA
970,27958,19807,73,Sorex,Sorex caecutiens,Pathogen,Altai orthohantavirus,KM361059,NA,NA,NA,NA
971,27958,19807,73,Sorex,Sorex caecutiens,Pathogen,Altai orthohantavirus,MN401400,NA,NA,NA,NA
972,27958,19807,73,Sorex,Sorex caecutiens,Pathogen,Altai orthohantavirus,KM361044,NA,NA,NA,NA
973,27958,19807,73,Sorex,Sorex caecutiens,Pathogen,Altai orthohantavirus,KM361056,NA,NA,NA,NA
974,27958,19807,73,Sorex,Sorex caecutiens,Pathogen,Altai orthohantavirus,KM361051,NA,NA,NA,NA
975,27959,19808,73,Sorex,Sorex minutissimus,Pathogen,Altai orthohantavirus,MN244247,NA,NA,NA,NA
976,27963,19812,73,Sorex,Sorex caecutiens,Pathogen,Altai orthohantavirus,KM361050,NA,NA,NA,NA
977,27963,19812,73,Sorex,Sorex caecutiens,Pathogen,Altai orthohantavirus,KM361060,NA,NA,NA,NA
978,27963,19812,73,Sorex,Sorex caecutiens,Pathogen,Altai orthohantavirus,KM361048,NA,NA,NA,NA
979,27963,19812,73,Sorex,Sorex caecutiens,Pathogen,Altai orthohantavirus,KM361061,NA,NA,NA,NA
980,27963,19812,73,Sorex,Sorex caecutiens,Pathogen,Altai orthohantavirus,KM361053,NA,NA,NA,NA
981,27963,19812,73,Sorex,Sorex caecutiens,Pathogen,Altai orthohantavirus,MN401398,NA,NA,NA,NA
982,27963,19812,73,Sorex,Sorex caecutiens,Pathogen,Altai orthohantavirus,MT951407,NA,NA,NA,NA
983,27963,19812,73,Sorex,Sorex caecutiens,Pathogen,Altai orthohantavirus,MN401399,NA,NA,NA,NA
984,27966,19815,73,Sorex,Sorex roboratus,Pathogen,Altai orthohantavirus,KM361049,NA,NA,NA,NA
985,27966,19815,73,Sorex,Sorex roboratus,Pathogen,Altai orthohantavirus,KM361063,NA,NA,NA,NA
986,27966,19815,73,Sorex,Sorex roboratus,Pathogen,Altai orthohantavirus,KM361054,NA,NA,NA,NA
987,27966,19815,73,Sorex,Sorex roboratus,Pathogen,Altai orthohantavirus,MN401401,NA,NA,NA,NA
988,27966,19815,73,Sorex,Sorex roboratus,Pathogen,Altai orthohantavirus,KM361062,NA,NA,NA,NA
989,27966,19815,73,Sorex,Sorex roboratus,Pathogen,Orthohantavirus kenkemeense,GQ306148,NA,NA,NA,NA
990,27966,19815,73,Sorex,Sorex roboratus,Pathogen,Orthohantavirus kenkemeense,GQ306149,NA,NA,NA,NA
991,27966,19815,73,Sorex,Sorex roboratus,Pathogen,Orthohantavirus kenkemeense,GQ306150,NA,NA,NA,NA
992,27968,19817,73,Sorex,Sorex caecutiens,Pathogen,Altai orthohantavirus,KM361043,NA,NA,NA,NA
993,27968,19817,73,Sorex,Sorex caecutiens,Pathogen,Altai orthohantavirus,KM361055,NA,NA,NA,NA
994,28036,19853,74,Stenocephalemys,Stenocephalemys albipes,Pathogen,Orthohantavirus tigrayense,MK875671,NA,NA,NA,NA
995,28047,19864,76,Rattus,Rattus norvegicus,Pathogen,Orthohantavirus hantanense,MW881022,NA,NA,NA,NA
996,28047,19864,76,Rattus,Rattus norvegicus,Pathogen,Orthohantavirus hantanense,MW881023,NA,NA,NA,NA
997,28047,19864,76,Rattus,Rattus norvegicus,Pathogen,Orthohantavirus hantanense,MW881024,NA,NA,NA,NA
998,28047,19864,76,Rattus,Rattus norvegicus,Pathogen,Orthohantavirus hantanense,MW881025,NA,NA,NA,NA
999,29570,21371,80,Calomys,Calomys callidus,Pathogen,Latino mammarenavirus,MF325931,NA,NA,NA,NA
1000,29570,21371,80,Calomys,Calomys callidus,Pathogen,Latino mammarenavirus,MF325932,NA,NA,NA,NA
1001,29570,21371,80,Calomys,Calomys callidus,Pathogen,Latino mammarenavirus,MF325933,NA,NA,NA,NA
1002,29570,21371,80,Calomys,Calomys callidus,Pathogen,Latino mammarenavirus,MF325934,NA,NA,NA,NA
1003,29571,21372,80,Calomys,Calomys callidus,Pathogen,Latino mammarenavirus,MF325935,NA,NA,NA,NA
1004,29570,21371,80,Calomys,Calomys callidus,Pathogen,Latino mammarenavirus,MF325936,NA,NA,NA,NA
1005,29570,21371,80,Calomys,Calomys callidus,Pathogen,Latino mammarenavirus,MF325937,NA,NA,NA,NA
